index,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SolZ_F,SenZ_F,SCA_F,SolZ_B,SenZ_B,SCA_B,lc,province,month,season,Fine_Mode_AOD_500nm
NEON_CVALLA,0.22664489,0.12885386,0.09065861,0.26816913,0.1986778,0.21054494,0.1378681,0.14142103,0.2782577,0.25578734,29.50981,39.7911,114.937675,29.609043,39.926132,136.582,11,5,8,2,0.280349
SDSU_IPLab,0.23527095,0.12422477,0.09609376,0.2571716,0.18345234,0.23600185,0.14703728,0.12093521,0.39670858,0.27228153,34.57575,27.557514,127.95959,34.7024,27.75405,170.57986,190,40,8,2,0.1279258
NEON_UNDE,0.4321152,0.35265142,0.22743003,0.33432955,0.25159854,0.6409181,0.6386687,0.69207335,0.73521155,0.48231974,45.7642,30.84572,106.672195,45.843887,31.024881,141.37885,60,21,3,1,0.049168
Missoula,0.22344533,0.1487486,0.15303423,0.25855005,0.25670895,0.21250966,0.14255601,0.15136409,0.2730527,0.28347853,35.14684,33.008247,113.884636,35.246056,33.144054,140.74852,190,25,5,1,0.034393111
White_Sands_HELSTF,0.24893478,0.16442539,0.22087432,0.2939288,0.38680157,0.24235545,0.23619635,0.2680068,0.37806445,0.4161437,28.752367,36.950813,117.140144,28.896149,37.079754,138.98378,120,30,9,3,0.067573333
NEON_Sterling,0.23117772,0.16504927,0.17206107,0.28434342,0.34278995,0.24296995,0.18492906,0.19925144,0.3781078,0.4603495,34.64758,24.450148,127.14933,34.770138,24.64724,169.85295,11,5,8,2,0.60713425
NEON_ONAQ,0.2099308,0.13739154,0.15542307,0.20983368,0.29566976,0.2201543,0.18623507,0.21952103,0.28056243,0.3300503,23.513273,35.915558,121.47229,23.660433,36.03522,138.155,120,43,6,2,0.035242
NEON_OSBS,0.23863612,0.12407018,0.07788296,0.1868664,0.1996393,0.27142838,0.21891648,0.20674743,0.33061266,0.23413049,40.85865,32.792267,111.59006,40.92969,32.959522,145.18082,120,9,2,4,0.032162333
NEON_TALL,0.27599946,0.16691801,0.06893632,0.18860254,0.15695278,0.26772577,0.19122924,0.10382435,0.42137432,0.3793587,26.816635,32.89029,139.5132,27.004164,33.010822,173.14268,70,1,5,1,0.15646975
Railroad_Valley,0.2664264,0.25289887,0.34852824,0.3787185,0.39322472,0.33317998,0.3932361,0.45933703,0.49777773,0.48828077,63.94418,24.943039,96.79606,64.04789,25.15488,139.7977,200,27,11,3,0.024267545
Monterey,0.26762933,0.17043701,0.15643707,0.21408534,0.19662862,0.2098616,0.11428033,0.13426133,0.21109837,0.1931504,19.603035,38.09,123.42799,19.759195,38.193115,137.40338,190,4,7,2,0.039500118
YUMA_SL,0.22876866,0.16440533,0.19144027,0.3473144,0.29563552,0.23164381,0.19807683,0.24674661,0.43778932,0.36234832,19.378164,22.015486,142.68265,19.579693,22.222004,164.76709,120,2,7,2,0.0760565
NEON_ONAQ,0.18306662,0.111068055,0.11753185,0.28677246,0.2665397,0.1789441,0.13159046,0.14673951,0.34026513,0.30481285,26.174652,35.731834,119.46314,26.318123,35.852573,138.62679,120,43,5,1,0.019876615
CalTech,0.28533158,0.14262396,0.08340668,0.1980475,0.13654414,0.3098221,0.17996244,0.13721679,0.30078664,0.21200529,58.84127,39.596645,105.20481,58.96742,39.667706,143.7778,190,4,11,3,0.016766154
UH_Liberty,0.27511308,0.13724735,0.0784175,0.3570076,0.20035179,0.2397562,0.1279987,0.09241317,0.4404735,0.22758317,24.104486,41.329998,143.45326,24.33539,41.415283,162.76045,130,42,5,1,0.1685381
USDA_ALARC,0.22039628,0.13376348,0.15676188,0.36360258,0.28303546,0.23534349,0.1780462,0.18821992,0.38366544,0.3487305,35.67626,25.002285,119.439,35.8145,25.154943,152.69238,11,2,9,3,0.274684818
Modesto,0.27815095,0.15806332,0.14923266,0.26005062,0.19529891,0.26090702,0.18862982,0.21137515,0.36321655,0.26874268,28.118374,39.323875,135.76707,28.297043,39.46124,164.44061,190,4,7,2,0.16547575
NEON_GRSM,0.24978682,0.15656784,0.08667797,0.45276603,0.28245318,0.26215038,0.20525657,0.11480073,0.6317424,0.34973258,28.113605,27.867868,135.30074,28.270615,28.051003,177.02489,90,41,8,2,0.139801333
St_Louis_University,0.23832485,0.14994486,0.10966571,0.122926705,0.119521044,0.28098857,0.15550475,0.15009005,0.19376788,0.16095841,60.20775,24.597712,96.641594,60.27695,24.795162,138.98781,190,24,1,4,0.0481985
NEON_TEAK,0.21702506,0.102024205,0.05639522,0.15070531,0.117587216,0.17196894,0.079522885,0.061062537,0.17566973,0.121257536,19.901777,44.5951,117.049,20.071478,44.710567,128.59988,70,4,6,2,0.066302273
White_Sands_HELSTF,0.2806874,0.18899032,0.23320068,0.32012552,0.39091575,0.2796463,0.26196873,0.31165978,0.42916253,0.48898038,30.17475,40.166573,133.82518,30.365517,40.290894,163.79349,120,30,4,1,0.03775875
Dugway_Utah,0.25463057,0.18457218,0.18723737,0.24430622,0.30219987,0.3063044,0.26797575,0.31767488,0.3574291,0.44192946,63.280064,22.430908,94.39762,63.34953,22.655664,137.85594,200,43,1,4,0.011103625
YUMA_SL,0.24205253,0.14148025,0.13550302,0.41439882,0.2794507,0.23410799,0.1876923,0.17685501,0.4938842,0.345921,19.346848,22.004782,143.88684,19.563377,22.211344,162.23137,120,2,6,2,0.1180296
NASA_Ames,0.2916886,0.17662811,0.13106118,0.2882645,0.18735896,0.27534357,0.16768114,0.09970908,0.35194892,0.15331915,55.072155,40.04398,97.77735,55.14103,40.173416,132.64935,120,4,2,4,0.028496222
Railroad_Valley,0.29881424,0.21689326,0.30031127,0.35318643,0.39739254,0.32576382,0.31122443,0.37147906,0.4309341,0.45412356,61.522263,44.077717,98.64895,61.62391,44.174976,134.74489,200,27,1,4,0.0166454
UH_Coastal_Center,0.22471221,0.13104519,0.08493863,0.2779193,0.21109563,0.2111217,0.13319415,0.087821834,0.36660308,0.25084382,21.103352,22.163292,140.73453,21.290735,22.346388,167.58366,130,42,8,2,0.038011
La_Jolla,0.21278372,0.131404,0.11459035,0.18469645,0.16427134,0.23894984,0.16515553,0.15914914,0.28325698,0.23323342,38.258484,25.31121,123.978004,38.403183,25.543686,166.76497,190,4,9,3,0.018683692
NREL-Golden,0.22428477,0.15075979,0.17594057,0.22777908,0.19931696,0.24808486,0.17725575,0.197391,0.29417852,0.2864922,65.64476,22.30321,92.05327,65.72599,22.537922,134.84587,10,5,12,4,0.0141595
Bozeman,0.3523885,0.284266,0.2679862,0.40309718,0.32218286,0.3764435,0.29722127,0.2796851,0.43845856,0.35729355,55.69618,33.80027,108.744606,55.81393,33.93472,149.52766,190,25,10,3,0.04784
NEON_WOOD,0.2591863,0.14439924,0.12346678,0.26631045,0.31997782,0.30797517,0.18812244,0.17456017,0.35930997,0.4061038,44.037025,29.36149,119.03701,44.153137,29.518126,161.19545,130,33,8,2,0.0460935
NEON_TALL,0.35354155,0.23025627,0.13167588,0.23117396,0.20079198,0.32818106,0.13867661,0.13699174,0.22902076,0.2021653,60.34384,32.91876,101.45753,60.463036,33.01228,142.47774,70,1,12,4,0.0975165
La_Jolla,0.25562137,0.1256677,0.07467564,0.19929902,0.12880915,0.2769948,0.15238108,0.13424347,0.24982584,0.18363263,53.64772,25.289537,105.35605,53.728012,25.499025,148.5747,190,4,1,4,0.053054429
BONDVILLE,0.24562597,0.13836072,0.134258,0.22680898,0.26075754,0.24498866,0.14018719,0.1740247,0.25559714,0.3282107,46.547768,36.349297,102.18218,46.654884,36.437473,133.15578,11,12,9,3,0.139457714
NEON_TALL,0.24765259,0.11041,0.058378562,0.24418399,0.14772211,0.23208944,0.12409339,0.08338198,0.35502928,0.21995498,30.846107,32.71209,133.41954,31.01345,32.86335,171.37697,70,1,4,1,0.060036545
Denver_LaCasa,0.29135934,0.21007302,0.187274,0.21565728,0.19548778,0.35696447,0.28292352,0.241076,0.32211643,0.36760154,35.5026,34.69833,127.67706,35.64773,34.825123,165.59569,190,5,8,2,0.92847
NEON_SJER,0.21931055,0.109303065,0.09965682,0.20341747,0.26198936,0.19171408,0.10914813,0.122776896,0.23332185,0.28735068,23.231892,27.984867,128.78975,23.402271,28.145763,148.3139,10,4,5,1,0.056241533
NEON_OAES,0.2592783,0.1575906,0.15848589,0.20231247,0.3128326,0.2608824,0.17365865,0.23030725,0.29895383,0.39406595,49.741463,24.259003,106.972824,49.80681,24.429386,148.54669,130,35,2,4,0.08243225
Monterey,0.23473561,0.14231293,0.16579646,0.2129325,0.2128893,0.23461476,0.15106165,0.15370363,0.24683158,0.22612163,26.281477,38.024723,118.56935,26.406982,38.222046,138.49039,190,4,8,2,0.035310875
Billerica,0.25006914,0.1497139,0.08932388,0.2551533,0.1450291,0.2365498,0.118609086,0.08229028,0.40075028,0.19220008,39.41472,21.986568,119.96675,39.52828,22.225758,160.45038,190,20,9,3,0.065128111
NEON_MLBS,0.22931375,0.09946373,0.036188662,0.2971959,0.14330891,0.22028936,0.10204451,0.056893043,0.40730405,0.21054228,36.482044,40.044594,126.72395,36.63286,40.18019,160.86922,60,45,8,2,0.0319615
NEON_CLBJ,0.25985357,0.14421643,0.15117742,0.2733279,0.25078285,0.2300072,0.1371141,0.10612802,0.35794246,0.27283213,35.689484,34.197166,113.05523,35.8174,34.278934,140.40025,130,42,9,3,0.0464175
NCAR,0.1919075,0.10591914,0.10791872,0.22892542,0.20179464,0.17927842,0.11308303,0.1203669,0.21785142,0.21047215,28.077827,39.941433,115.903175,28.18895,40.01448,136.56985,190,5,8,2,0.0506972
Tucson,0.23209862,0.16092247,0.16237669,0.25440013,0.2344236,0.254393,0.23592618,0.2484944,0.33235162,0.2981004,46.523808,22.006554,112.10392,46.63768,22.21063,152.76831,190,2,10,3,0.026544643
Bozeman,0.19642276,0.12361805,0.1303693,0.27546364,0.18454444,0.19139886,0.12298288,0.10766207,0.33974433,0.20902057,30.952066,35.832317,116.36881,31.060179,35.92475,140.69844,190,25,8,2,0.142706182
YUMA_SL,0.21389766,0.13017282,0.12246046,0.4146185,0.26311952,0.24614438,0.20726697,0.23332566,0.46438193,0.3508634,33.740643,22.02262,125.73627,33.87796,22.2347,165.72249,120,2,3,1,0.0291343
OU_NWC,0.27335498,0.15492786,0.11551616,0.23201425,0.23404174,0.27890223,0.15421548,0.14794323,0.32219312,0.29041436,47.251953,40.16837,117.58486,47.400463,40.33079,155.02365,10,35,10,3,0.044553571
NEON-Disney,0.2319452,0.11302777,0.06260227,0.21919498,0.19143021,0.24058333,0.13573669,0.1039429,0.27971807,0.29404673,26.235596,27.992025,126.107346,26.388144,28.117926,150.79556,130,9,4,1,0.073604
Bakersfield,0.27043092,0.18997894,0.18754774,0.24342416,0.28119412,0.2562327,0.22246079,0.24262033,0.3506075,0.37516195,24.805769,32.768925,142.82487,25.00971,32.98414,172.0215,190,4,5,1,0.0412162
Tucson,0.22662668,0.17978647,0.1992427,0.28523463,0.2339143,0.2138008,0.18771723,0.2041318,0.288365,0.2508415,25.204952,39.698704,117.79057,25.35534,39.757183,135.89322,190,2,8,2,0.112300455
NEON_UKFS,0.24165666,0.121420614,0.07564728,0.22219013,0.21813206,0.25192052,0.1192029,0.097371966,0.2368861,0.26853058,59.234364,28.886477,94.56638,59.32955,29.073515,132.85901,60,15,11,3,0.0339212
White_Sands_HELSTF,0.21778142,0.17707592,0.26455897,0.32967493,0.41787338,0.24530959,0.25772625,0.32414922,0.41450515,0.48320967,25.15572,22.157417,136.8575,25.330002,22.364164,166.87416,120,30,5,1,0.05729175
Meridian_DEQ,0.27516788,0.19531402,0.1899448,0.30067545,0.22043642,0.28516325,0.20573084,0.2298979,0.4430714,0.30465433,31.476835,31.591303,134.15483,31.628529,31.793533,174.13641,190,11,5,1,0.0800935
Denver_LaCasa,0.2539964,0.1313199,0.10443823,0.16249463,0.14583762,0.2689453,0.16578938,0.20173155,0.2485546,0.20852296,57.270973,34.758347,106.70182,57.393684,34.944294,147.13326,190,5,10,3,0.01653325
MAXAR_FUTON,0.21359393,0.10579722,0.07918826,0.33710772,0.25923464,0.21124649,0.13248603,0.107341275,0.4060433,0.3099793,39.7143,22.092377,118.727425,39.83216,22.323765,157.69678,11,5,9,3,0.110694909
Denver_LaCasa,0.22673994,0.14589311,0.15340996,0.19480781,0.21588847,0.20933838,0.14705004,0.15904763,0.23605303,0.22201405,34.16457,38.509075,112.01177,34.265297,38.677746,136.89879,190,5,4,1,0.047083
Fresno_2,0.30316523,0.278455,0.20635669,0.24814153,0.19011061,0.3361769,0.23723796,0.21771243,0.30143464,0.25141308,46.39829,26.790482,115.97217,46.523376,26.983566,158.66815,190,4,10,3,0.92423125
Monterey,0.24048959,0.16139627,0.14869013,0.18695298,0.18477182,0.19588503,0.10851309,0.12968647,0.20393954,0.19314344,18.949615,38.20961,123.43466,19.124832,38.314106,135.69016,190,4,6,2,0.0580369
NEON_OAES,0.27243564,0.14218915,0.15966217,0.23520833,0.31745842,0.26684088,0.1713162,0.23638876,0.36699536,0.3981174,55.87979,44.093925,95.93329,55.926056,44.150024,129.13365,130,35,1,4,0.022404091
NEON_LENO,0.28822082,0.15480518,0.07873646,0.2128578,0.1370789,0.3733229,0.19940667,0.13604781,0.36620942,0.3915953,23.250475,30.342691,142.19733,23.446348,30.472033,172.96974,160,1,8,2,0.4483
Univ_of_Nevada-Reno,0.25388724,0.16658445,0.13859914,0.17964338,0.18148333,0.24656631,0.23074864,0.23657055,0.29123777,0.26342905,25.84745,23.593266,136.77893,26.001493,23.811953,174.21971,190,27,7,2,0.069884429
Goldstone,0.22389519,0.17809938,0.267971,0.32867166,0.4175951,0.24366969,0.28408647,0.36633122,0.43687806,0.50216526,21.53801,24.513504,142.99544,21.726555,24.716599,172.42464,120,4,7,2,0.019621333
Easton-MDE,0.3558015,0.18880531,0.11033006,0.20910923,0.21350686,0.36517122,0.1814955,0.14855352,0.27579194,0.26568958,66.65684,39.414604,95.17496,66.74747,39.582596,133.8242,11,19,12,4,0.0963966
NASA_LaRC,0.26712456,0.13917047,0.09098018,0.20400651,0.20156863,0.2717678,0.13932957,0.12588759,0.26271093,0.24282125,42.491367,41.022465,118.811714,42.623573,41.1251,153.91458,190,45,3,1,0.0536325
White_Sands_HELSTF,0.2966737,0.19918571,0.21300344,0.2297325,0.22392106,0.26994333,0.22278471,0.5170562,0.4437904,0.37829643,22.392944,40.199516,142.4084,22.620144,40.354225,161.84984,120,30,7,2,0.13003
CCNY,0.28732717,0.18398489,0.1186013,0.124795124,0.11335746,0.324199,0.17894858,0.16837186,0.17911492,0.16987911,67.70787,27.007961,92.47938,67.78435,27.209606,135.28299,190,31,12,4,0.048829286
NEON_RMNP,0.2982091,0.29753265,0.26991025,0.42709228,0.09622267,0.3494502,0.24863967,0.20516051,0.36213186,0.11748147,52.44072,31.434713,107.82904,52.528324,31.551485,148.9597,70,5,2,4,0.028066083
Sevilleta,0.19028194,0.14398596,0.21355419,0.2668489,0.31276473,0.21878834,0.21152724,0.2855263,0.34038612,0.37603387,33.69657,22.693443,123.71885,33.81908,22.886637,159.83704,120,30,4,1,0.026604545
Wallops,0.3266527,0.16025327,0.0841156,0.26430684,0.16365215,0.27818447,0.15517561,0.099449694,0.36274487,0.23869939,26.016798,43.848785,137.87636,26.217821,43.9434,159.92563,10,45,7,2,0.2525658
Railroad_Valley2,0.25484148,0.23801427,0.33732346,0.37777194,0.4073397,0.31372672,0.38019246,0.45324868,0.4931469,0.4945104,49.061733,29.649132,105.44452,49.124565,29.856829,143.42064,200,27,2,4,0.0246085
White_Sands_HELSTF,0.29376015,0.19826706,0.2610242,0.34791002,0.42338285,0.27798983,0.25392705,0.30147058,0.4043725,0.48966286,24.204716,40.136444,142.85802,24.43582,40.290806,163.84871,120,30,5,1,0.0415505
NASA_Ames,0.25914168,0.14388318,0.16273977,0.24326815,0.1708195,0.24128066,0.19520989,0.20340389,0.25881702,0.26300463,30.075012,40.043705,114.13449,30.18542,40.17284,135.8213,120,4,8,2,0.059672818
Pinehurst_Idaho,0.21482006,0.1282877,0.09366855,0.21241553,0.14516838,0.21438347,0.10404533,0.073910855,0.27128965,0.1565824,43.590164,26.120893,110.88453,43.687233,26.282984,146.54288,190,11,9,3,0.1524071
Cascade_Airport,0.218868,0.113793515,0.11122499,0.20207876,0.24590449,0.21764852,0.13500519,0.16089338,0.3010745,0.31766924,42.60044,22.608181,114.870705,42.712013,22.83159,153.65892,150,11,9,3,0.112115143
Dayton,0.25690034,0.13994725,0.0981931,0.34281743,0.21670796,0.2441562,0.15080157,0.10415992,0.42633334,0.28496101,27.855564,38.045578,135.72733,28.037071,38.250984,165.28719,130,34,7,2,0.142095429
MD_Science_Center,0.3028628,0.16420487,0.12909961,0.24932486,0.16299608,0.29623863,0.20799214,0.23046914,0.31556737,0.21222724,32.463955,36.100838,132.71649,32.62995,36.25269,168.49525,190,19,5,1,0.0994376
Table_Mountain,0.2080418,0.11097568,0.10386228,0.25035784,0.26287296,0.20890632,0.13778752,0.14559312,0.31760472,0.3216725,39.636467,22.605885,117.877205,39.752968,22.835264,155.67491,10,5,9,3,0.079398
UMBC,0.35945472,0.35984543,0.30968058,0.44132593,0.39445058,0.43608436,0.42186928,0.5794454,0.58785963,0.4576832,23.047396,22.026659,137.13223,23.210802,22.25541,163.2769,190,19,6,2,0.189
Brookhaven,0.278564,0.12405018,0.057809222,0.2798271,0.16341497,0.24850237,0.12678151,0.08533866,0.4101512,0.2341358,26.48673,31.768276,138.49826,26.656927,31.909113,173.36113,190,31,7,2,0.13062375
White_Sands_HELSTF,0.2728251,0.19327103,0.26342618,0.33050016,0.4183607,0.27211174,0.27165487,0.3452039,0.43459284,0.49852577,27.981998,40.1065,137.98763,28.184664,40.232826,165.35278,120,30,5,1,0.03444475
Rimrock,0.33023888,0.19627394,0.19325589,0.25611845,0.29206395,0.35882556,0.21679108,0.23276514,0.33416587,0.37323123,69.85784,41.35362,96.2244,69.96139,41.45962,134.40144,11,11,11,3,0.030008889
Taylor_Ranch_TWRS,0.21699466,0.13871257,0.09984892,0.16798754,0.20693006,0.22093733,0.14252572,0.14183813,0.24341765,0.31131843,28.798151,21.999687,131.56837,28.934006,22.234625,166.58159,120,11,7,2,0.5977686
Salton_Sea,0.22248584,0.19149198,0.30936497,0.3852084,0.41389903,0.25088736,0.2613608,0.2710744,0.45455542,0.42975697,32.294674,24.39117,123.32383,32.423534,24.590044,155.24998,40,4,9,3,0.155063929
Granite_Island,0.3006494,0.15292661,0.04518489,0.024024533,0.020142395,0.32082206,0.103099644,0.054894548,0.026538033,0.016736252,66.2778,28.872509,96.46721,66.37658,29.033865,138.52309,210,21,10,3,0.034424667
Tucson,0.20573641,0.16813827,0.19102003,0.25482947,0.22799924,0.20831259,0.20772217,0.24352032,0.314347,0.26307675,29.308817,39.574753,114.93838,29.432858,39.66562,136.20146,190,2,9,3,0.042430091
NEON_OAES,0.24749243,0.14177178,0.1131297,0.2676111,0.2517418,0.22722538,0.1359653,0.13725771,0.32884654,0.2804246,35.321533,44.3064,106.92096,35.443573,44.390633,129.55684,130,35,9,3,0.2926362
NEON_ORNL,0.24706362,0.117862515,0.04935192,0.40065098,0.16902183,0.21753539,0.11372036,0.06062977,0.5445264,0.24174428,22.483606,24.179558,143.0017,22.67979,24.368467,170.7081,60,41,6,2,0.144170875
YUMA_SL,0.27973717,0.16141935,0.11938226,0.4042355,0.27357313,0.3118602,0.22460595,0.24024904,0.38939348,0.33661637,55.597572,39.447437,103.78599,55.699432,39.51674,141.33781,120,2,1,4,0.0373934
Lake_Erie,0.20722327,0.1009883,0.04549889,0.02565968,0.01504001,0.20274322,0.099567115,0.04640697,0.026314434,0.009564652,30.542643,33.12221,118.505905,30.653383,33.257893,143.8023,210,34,8,2,0.039384111
NEON_MOAB,0.23605752,0.1354464,0.18624382,0.24820094,0.27811727,0.24424627,0.1802849,0.2634855,0.35870084,0.38881817,48.920773,38.443386,102.505684,48.97836,38.551353,136.0085,120,43,2,4,0.020849667
Grand_Forks,0.2746553,0.143578,0.10694961,0.3090011,0.30309215,0.32131857,0.1979244,0.19825049,0.41215622,0.3854393,59.196835,36.162823,105.884735,59.3136,36.283794,145.88913,11,33,10,3,0.028045
PNNL,0.23717089,0.1480182,0.1331966,0.20397325,0.20135322,0.22252011,0.13388887,0.13439578,0.20133337,0.21762994,28.075954,37.367935,117.55763,28.190432,37.45269,139.13313,120,46,7,2,0.06557375
NEON_SRER,0.2300168,0.12958972,0.11315849,0.14072163,0.16278303,0.32534695,0.22223902,0.22253391,0.2664797,0.2661198,54.154877,21.972181,104.04292,54.232643,22.174955,147.78322,120,2,1,4,0.0136135
USDA_ALARC,0.25662342,0.16664372,0.2621766,0.32506973,0.3401344,0.24406528,0.20837209,0.22898407,0.46949783,0.3808279,28.06702,30.850132,137.51419,28.260323,31.066158,175.62183,11,2,4,1,0.0261222
NASA_Ames,0.27636835,0.17631824,0.121814944,0.19859971,0.17319007,0.2850482,0.20794322,0.16661388,0.27649808,0.21610644,54.725224,40.01025,97.792656,54.79222,40.11122,132.4832,120,4,2,4,0.064075
Railroad_Valley,0.26284865,0.23972082,0.32253283,0.356625,0.38195688,0.30187482,0.35495657,0.4148058,0.44887176,0.452264,57.94904,29.759544,95.5481,58.044495,29.88492,133.44783,200,27,11,3,0.037068
Fresno_2,0.23867501,0.14882016,0.15662348,0.21582055,0.20797189,0.21792586,0.15448591,0.15327767,0.25385877,0.22897498,26.80882,27.72894,125.77708,26.953403,27.88955,151.07617,190,4,8,2,0.0491061
VirginiaTech,0.24304321,0.13729358,0.1239108,0.20345126,0.20302658,0.25086135,0.15053134,0.16256212,0.24717288,0.24547131,48.679214,33.864155,104.473335,48.747646,33.95919,140.34932,190,45,2,4,0.047291583
UH_Sugarland,0.2444806,0.120652534,0.078592196,0.24905664,0.20046243,0.2404163,0.13322899,0.12890181,0.3503442,0.23253585,47.314083,41.224007,99.56194,47.423786,41.33158,129.02275,10,42,10,3,0.011203
NEON_KONZ,0.22365235,0.10458583,0.06154819,0.30139184,0.2015233,0.2130318,0.12673032,0.09027262,0.42241618,0.2662832,28.694773,22.0117,131.36595,28.828743,22.24253,167.75703,130,15,8,2,0.092880071
Monterey,0.2575187,0.17364062,0.17830895,0.20491329,0.18930082,0.2513078,0.17872858,0.21407902,0.28843412,0.23685047,29.414915,36.952164,133.93034,29.590324,37.096695,166.16379,190,4,8,2,0.020364818
NEON_SJER,0.21874651,0.11798996,0.1143203,0.21995707,0.27785233,0.21655205,0.15031514,0.17194813,0.31391555,0.38466203,25.5848,26.669298,140.21516,25.766956,26.887186,176.36522,10,4,5,1,0.042947692
Kellogg_LTER,0.22521916,0.10741966,0.064762294,0.37437505,0.16146946,0.20261726,0.08691908,0.049315404,0.37289196,0.17560501,32.07783,44.015553,110.288414,32.17425,44.07964,131.94397,11,21,8,2,0.080302333
Missoula,0.36791992,0.3120762,0.32361722,0.33016565,0.1850736,0.49035236,0.47009507,0.56099737,0.52938557,0.18208198,60.39504,35.765427,100.47172,60.47662,35.82879,140.27849,190,25,2,4,0.0519653
Tucson,0.24750774,0.18203197,0.19918677,0.2658694,0.26099542,0.24732445,0.2380579,0.25603944,0.34327275,0.3209794,33.065784,22.007156,126.01824,33.222588,22.204659,162.78351,190,2,9,3,0.035505308
PNNL,0.29160437,0.17488316,0.14655052,0.18954568,0.21175146,0.30368507,0.17416702,0.181416,0.28744707,0.28632373,66.63387,22.387865,90.99533,66.72912,22.614458,133.23215,120,46,11,3,0.0831107
White_Sands_HELSTF,0.2525591,0.19053242,0.26574308,0.33779204,0.42267084,0.24408834,0.25846446,0.32872695,0.42494023,0.4906336,18.825098,22.124771,144.18333,19.035856,22.334858,164.76558,120,30,7,2,0.05699025
Rimrock,0.22751445,0.13937442,0.1388013,0.25862333,0.27053982,0.23746412,0.14176343,0.12078527,0.36258245,0.34242588,41.31259,24.687506,120.40199,41.426647,24.882755,163.20302,11,11,4,1,0.064864
NEON_SRER,0.21759745,0.13321495,0.15826465,0.22710493,0.29154024,0.24670233,0.1916041,0.2346429,0.32231885,0.3821814,48.56879,21.971237,110.40847,48.688152,22.1736,151.86774,120,2,10,3,0.075491545
NREL-Golden,0.22962472,0.13557915,0.13091922,0.27420846,0.20631643,0.21339658,0.1511837,0.1601039,0.33813104,0.28655082,26.290802,33.857536,138.92667,26.468164,33.987804,170.90251,10,5,7,2,0.1681423
